STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,ELEVATION,Elevation,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2023,,8992,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,NR,Naoero,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,10M,0-10 meters above sea level,2024,,9046,,N,units,,,,,,,This data was estimated based on population census of year 2021,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2010,,8507,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2011,,8693,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2012,,8887,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2013,,9086,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2014,,9291,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2015,,9501,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2016,,9715,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2017,,9944,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2018,,10185,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2019,,10425,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2020,,10670,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2021,,10921,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2022,,11176,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2023,,11439,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,5M,0-5 meters above sea level,2024,,11702,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2010,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2011,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2012,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2013,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2014,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2015,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2016,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2017,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2018,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2019,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2020,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2021,,77,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2022,,74,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2023,,74,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,KI,Kiribati,LECZPOPRF,Population in low elevation coastal zone in relative frequency,10M,0-10 meters above sea level,2024,,74,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2023,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2010,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2011,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2012,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2013,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2014,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2015,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2016,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2017,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2018,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2019,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2020,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2021,,49,,PERCENT,percent,,,E,Estimated value,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2022,,49,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2023,,49,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPRF,Population in low elevation coastal zone in relative frequency,20M,0-20 meters above sea level,2024,,49,,PERCENT,percent,,,,,,,This data was estimated based on population census of year 2017,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,52090,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,51947,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2012,,51459,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2012.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2013,,50726,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2013.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2014,,49834,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2014.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2015,,48843,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2015.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2016,,47753,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2016.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2017,,46574,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2017.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2018,,45325,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2018.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2019,,44049,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2019.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2020,,42745,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2020.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,MH,Marshall Islands,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2021,,41418,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2021.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,13212,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,12970,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2012,,12730,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2012.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2013,,12525,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2013.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2014,,12351,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2014.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2015,,12208,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2015.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2016,,12084,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2016.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2017,,11970,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2017.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2018,,11849,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2018.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2019,,11733,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2019.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2020,,11664,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2020.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,WF,Wallis and Futuna,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2021,,11624,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2021.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2010,,74677,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2011,,76314,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2012,,78012,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2013,,79762,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2014,,81566,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2015,,83404,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2016,,85281,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2017,,87294,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2018,,89412,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2019,,91515,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2020,,93669,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2021,,95868,,N,units,,,E,Estimated value,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2022,,98109,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2023,,100416,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,VU,Vanuatu,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,20M,0-20 meters above sea level,2024,,102725,,N,units,,,,,,,This data was estimated based on population census of year 2020,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2010,,910430,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2010.,
DATAFLOW,SPC:DF_POP_LECZ(1.0),Population living in low elevation coastal zones (0-10m and 0-20m above sea level),I,A,Annual,FJ,Fiji,LECZPOPAF,Population in low elevation coastal zone in absolute frequency,_T,Total,2011,,913011,,N,units,,,E,Estimated value,,,Estimated mid-year population for year 2011.,
